,words,probabilities
8749,Гумилев,1.437876543919939e-05
8750,гумно,1.437876543919939e-05
8751,гуморальный,1.437876543919939e-05
8752,гумус,1.437876543919939e-05
8753,гундосый,1.437876543919939e-05
8754,гунн,1.437876543919939e-05
8755,ГУП,1.437876543919939e-05
8756,Гурвич,1.437876543919939e-05
8757,Гуревич,1.437876543919939e-05
8758,гурзуфский,1.437876543919939e-05
8759,гурия,1.437876543919939e-05
8760,гурман,1.437876543919939e-05
8761,Гуров,1.437876543919939e-05
8762,гурт,1.437876543919939e-05
8763,гуру,1.437876543919939e-05
8764,гурьба,1.437876543919939e-05
8765,гусак,1.437876543919939e-05
8766,гусар,1.437876543919939e-05
8767,гусарский,1.437876543919939e-05
8768,Гусев,1.437876543919939e-05
8769,гусеница,1.437876543919939e-05
8770,гусеничный,1.437876543919939e-05
8771,гусенок,1.437876543919939e-05
8772,гусик,1.437876543919939e-05
8773,Гусинский,1.437876543919939e-05
8774,гусиный,1.437876543919939e-05
8775,гусли,1.437876543919939e-05
8776,Густав,1.437876543919939e-05
8777,густеть,1.437876543919939e-05
8778,густо,1.437876543919939e-05
8779,густой,1.437876543919939e-05
8780,густонаселенный,1.437876543919939e-05
8781,густо-синий,1.437876543919939e-05
8782,густота,1.437876543919939e-05
8783,гусь,1.437876543919939e-05
8784,гуськом,1.437876543919939e-05
8785,гуталин,1.437876543919939e-05
8786,гуттаперчевый,1.437876543919939e-05
8787,гуща,1.437876543919939e-05
8788,гущина,1.437876543919939e-05
8789,гэбист,1.437876543919939e-05
8790,гэбэшник,1.437876543919939e-05
8791,гэдээровский,1.437876543919939e-05
8792,гэкачепист,1.437876543919939e-05
8793,ГЭС,1.437876543919939e-05
8794,Гюго,1.437876543919939e-05
8795,да-а,1.437876543919939e-05
8796,да-а,1.437876543919939e-05
8797,да-а-а,1.437876543919939e-05
8798,да-а-а,1.437876543919939e-05
8799,дабы,1.437876543919939e-05
8800,давай,1.437876543919939e-05
8801,давай-ка,1.437876543919939e-05
8802,давайте,1.437876543919939e-05
8803,давайте-ка,1.437876543919939e-05
8804,давальческий,1.437876543919939e-05
8805,давать,1.437876543919939e-05
8806,даваться,1.437876543919939e-05
8807,давеча,1.437876543919939e-05
8808,давешний,1.437876543919939e-05
8809,Давид,1.437876543919939e-05
8810,давить,1.437876543919939e-05
8811,давиться,1.437876543919939e-05
8812,давка,1.437876543919939e-05
8813,давление,1.437876543919939e-05
8814,давненько,1.437876543919939e-05
8815,давний,1.437876543919939e-05
8816,давнишний,1.437876543919939e-05
8817,давно,1.437876543919939e-05
8818,давно-давно,1.437876543919939e-05
8819,давность,1.437876543919939e-05
8820,давным-давно,1.437876543919939e-05
8821,Давыдов,1.437876543919939e-05
8822,давящий,1.437876543919939e-05
8823,дагерротип,1.437876543919939e-05
8824,Дагестан,1.437876543919939e-05
8825,дагестанец,1.437876543919939e-05
8826,дагестанский,1.437876543919939e-05
8827,да-да,1.437876543919939e-05
8828,да-да-да,1.437876543919939e-05
8829,да-да-да,1.437876543919939e-05
8830,даже,1.437876543919939e-05
8831,даже,1.437876543919939e-05
8832,дай,1.437876543919939e-05
8833,дайвинг,1.437876543919939e-05
8834,дайджест,1.437876543919939e-05
8835,дайка,1.437876543919939e-05
8836,дай-ка,1.437876543919939e-05
8837,дайте,1.437876543919939e-05
8838,дайте-ка,1.437876543919939e-05
8839,дак,1.437876543919939e-05
8840,дак,1.437876543919939e-05
8841,далай-лама,1.437876543919939e-05
8842,далее,1.437876543919939e-05
8843,далекий,1.437876543919939e-05
8844,далеко,1.437876543919939e-05
8845,далековато,1.437876543919939e-05
8846,далеко-далеко,1.437876543919939e-05
8847,далече,1.437876543919939e-05
8848,Дали,1.437876543919939e-05
8849,даль,1.437876543919939e-05
8850,дальневосточник,1.437876543919939e-05
8851,дальневосточный,1.437876543919939e-05
8852,дальнейшее,1.437876543919939e-05
8853,дальнейший,1.437876543919939e-05
8854,дальний,1.437876543919939e-05
8855,дальнобойный,1.437876543919939e-05
8856,дальнобойщик,1.437876543919939e-05
8857,дальновидно,1.437876543919939e-05
8858,дальновидность,1.437876543919939e-05
8859,дальновидный,1.437876543919939e-05
8860,дальнодействие,1.437876543919939e-05
8861,дальнозоркий,1.437876543919939e-05
8862,дальнозоркость,1.437876543919939e-05
8863,дальность,1.437876543919939e-05
8864,дальтоник,1.437876543919939e-05
8865,дальше,1.437876543919939e-05
8866,дама,1.437876543919939e-05
8867,дамасский,1.437876543919939e-05
8868,дамба,1.437876543919939e-05
8869,дамка,1.437876543919939e-05
8870,дамоклов,1.437876543919939e-05
8871,дамочка,1.437876543919939e-05
8872,дамский,1.437876543919939e-05
8873,дан,1.437876543919939e-05
8874,Даниил,1.437876543919939e-05
8875,Данила,1.437876543919939e-05
8876,Данилов,1.437876543919939e-05
8877,Данилович,1.437876543919939e-05
8878,даниловский,1.437876543919939e-05
8879,Даниэль,1.437876543919939e-05
8880,Дания,1.437876543919939e-05
8881,данность,1.437876543919939e-05
8882,данные,1.437876543919939e-05
8883,данный,1.437876543919939e-05
8884,Данте,1.437876543919939e-05
8885,Дантес,1.437876543919939e-05
8886,дантист,1.437876543919939e-05
8887,дань,1.437876543919939e-05
8888,Дао,1.437876543919939e-05
8889,даос,1.437876543919939e-05
8890,даосизм,1.437876543919939e-05
8891,даосский,1.437876543919939e-05
8892,дар,1.437876543919939e-05
8893,Дарвин,1.437876543919939e-05
8894,дарвинизм,1.437876543919939e-05
8895,дарвиновский,1.437876543919939e-05
8896,дарение,1.437876543919939e-05
8897,дареный,1.437876543919939e-05
8898,даритель,1.437876543919939e-05
8899,дарить,1.437876543919939e-05
8900,дармовой,1.437876543919939e-05
8901,дармоед,1.437876543919939e-05
8902,дарование,1.437876543919939e-05
8903,даровать,1.437876543919939e-05
8904,даровитый,1.437876543919939e-05
8905,даровой,1.437876543919939e-05
8906,даром,1.437876543919939e-05
8907,дарственная,1.437876543919939e-05
8908,дарственный,1.437876543919939e-05
8909,дартс,1.437876543919939e-05
8910,Дарькин,1.437876543919939e-05
8911,Дарья,1.437876543919939e-05
8912,дата,1.437876543919939e-05
8913,датировать,1.437876543919939e-05
8914,датироваться,1.437876543919939e-05
8915,датировка,1.437876543919939e-05
8916,датский,1.437876543919939e-05
8917,датчанин,1.437876543919939e-05
8918,датчик,1.437876543919939e-05
8919,дать,1.437876543919939e-05
8920,даться,1.437876543919939e-05
8921,даурский,1.437876543919939e-05
8922,дача,1.437876543919939e-05
8923,дачка,1.437876543919939e-05
8924,дачник,1.437876543919939e-05
8925,дачный,1.437876543919939e-05
8926,Даша,1.437876543919939e-05
8927,Дашка,1.437876543919939e-05
8928,два,1.437876543919939e-05
8929,двадцатидвухлетний,1.437876543919939e-05
8930,двадцатилетие,1.437876543919939e-05
8931,двадцатилетний,1.437876543919939e-05
8932,двадцатиметровый,1.437876543919939e-05
8933,двадцатипятилетний,1.437876543919939e-05
8934,двадцатисемилетний,1.437876543919939e-05
8935,двадцатитрехлетний,1.437876543919939e-05
8936,двадцатичетырехлетний,1.437876543919939e-05
8937,двадцатка,1.437876543919939e-05
8938,двадцатый,1.437876543919939e-05
8939,двадцать,1.437876543919939e-05
8940,дважды,1.437876543919939e-05
8941,двенадцатилетний,1.437876543919939e-05
8942,двенадцатиперстный,1.437876543919939e-05
8943,двенадцатый,1.437876543919939e-05
8944,двенадцать,1.437876543919939e-05
8945,дверка,1.437876543919939e-05
8946,дверной,1.437876543919939e-05
8947,дверца,1.437876543919939e-05
8948,дверь,1.437876543919939e-05
8949,двести,1.437876543919939e-05
8950,двигателестроение,1.437876543919939e-05
8951,двигателестроительный,1.437876543919939e-05
8952,двигатель,1.437876543919939e-05
8953,двигательный,1.437876543919939e-05
8954,двигать,1.437876543919939e-05
8955,двигаться,1.437876543919939e-05
8956,движение,1.437876543919939e-05
8957,движенье,1.437876543919939e-05
8958,движимый,1.437876543919939e-05
8959,движитель,1.437876543919939e-05
8960,движок,1.437876543919939e-05
8961,движущий,1.437876543919939e-05
8962,двинуть,1.437876543919939e-05
8963,двинуться,1.437876543919939e-05
8964,двое,1.437876543919939e-05
8965,двоевластие,1.437876543919939e-05
8966,двоечник,1.437876543919939e-05
8967,двоить,1.437876543919939e-05
8968,двоиться,1.437876543919939e-05
8969,двоичный,1.437876543919939e-05
8970,двойка,1.437876543919939e-05
8971,двойник,1.437876543919939e-05
8972,двойной,1.437876543919939e-05
8973,двойня,1.437876543919939e-05
8974,двойняшка,1.437876543919939e-05
8975,двойственность,1.437876543919939e-05
8976,двойственный,1.437876543919939e-05
8977,двор,1.437876543919939e-05
8978,дворец,1.437876543919939e-05
8979,дворецкий,1.437876543919939e-05
8980,дворик,1.437876543919939e-05
8981,дворник,1.437876543919939e-05
8982,дворницкая,1.437876543919939e-05
8983,дворницкий,1.437876543919939e-05
8984,дворничиха,1.437876543919939e-05
8985,дворня,1.437876543919939e-05
8986,дворняга,1.437876543919939e-05
8987,дворняжка,1.437876543919939e-05
8988,дворовый,1.437876543919939e-05
8989,дворцовый,1.437876543919939e-05
8990,дворянин,1.437876543919939e-05
8991,дворянка,1.437876543919939e-05
8992,дворянский,1.437876543919939e-05
8993,дворянство,1.437876543919939e-05
8994,двоюродный,1.437876543919939e-05
8995,двоякий,1.437876543919939e-05
8996,двояко,1.437876543919939e-05
8997,двубортный,1.437876543919939e-05
8998,двуглавый,1.437876543919939e-05
8999,двугорбый,1.437876543919939e-05
9000,двугранный,1.437876543919939e-05
9001,двугривенный,1.437876543919939e-05
9002,двудольный,1.437876543919939e-05
9003,двуединый,1.437876543919939e-05
9004,двужильный,1.437876543919939e-05
9005,двузначный,1.437876543919939e-05
9006,двуколка,1.437876543919939e-05
9007,двукратно,1.437876543919939e-05
9008,двукратный,1.437876543919939e-05
9009,двуликий,1.437876543919939e-05
9010,двуличие,1.437876543919939e-05
9011,двуличный,1.437876543919939e-05
9012,двумерный,1.437876543919939e-05
9013,двуногий,1.437876543919939e-05
9014,двуокись,1.437876543919939e-05
9015,двуручный,1.437876543919939e-05
9016,двурушник,1.437876543919939e-05
9017,двусмысленность,1.437876543919939e-05
9018,двусмысленный,1.437876543919939e-05
9019,двуспальный,1.437876543919939e-05
9020,двустволка,1.437876543919939e-05
9021,двустворчатый,1.437876543919939e-05
9022,двустишие,1.437876543919939e-05
9023,двусторонний,1.437876543919939e-05
9024,двухгодичный,1.437876543919939e-05
9025,двухголовый,1.437876543919939e-05
9026,двухдневный,1.437876543919939e-05
9027,двухколесный,1.437876543919939e-05
9028,двухкомнатный,1.437876543919939e-05
9029,двухконтурный,1.437876543919939e-05
9030,двухлетний,1.437876543919939e-05
9031,двухлитровый,1.437876543919939e-05
9032,двухмерный,1.437876543919939e-05
9033,двухместный,1.437876543919939e-05
9034,двухмесячный,1.437876543919939e-05
9035,двухметровый,1.437876543919939e-05
9036,двухнедельный,1.437876543919939e-05
9037,двухсерийный,1.437876543919939e-05
9038,двухслойный,1.437876543919939e-05
9039,двухсотлетний,1.437876543919939e-05
9040,двухсторонний,1.437876543919939e-05
9041,двухступенчатый,1.437876543919939e-05
9042,двухтактный,1.437876543919939e-05
9043,двухтомник,1.437876543919939e-05
9044,двухтомный,1.437876543919939e-05
9045,двухтысячный,1.437876543919939e-05
9046,двухуровневый,1.437876543919939e-05
9047,двухфазный,1.437876543919939e-05
9048,двухцветный,1.437876543919939e-05
9049,двухчасовой,1.437876543919939e-05
9050,двухъярусный,1.437876543919939e-05
9051,двухэтажный,1.437876543919939e-05
9052,двушка,1.437876543919939e-05
9053,двуязычный,1.437876543919939e-05
9054,д-да,1.437876543919939e-05
9055,дебаркадер,1.437876543919939e-05
9056,дебаты,1.437876543919939e-05
9057,дебелый,1.437876543919939e-05
9058,дебет,1.437876543919939e-05
9059,дебильный,1.437876543919939e-05
9060,дебит,1.437876543919939e-05
9061,дебитор,1.437876543919939e-05
9062,дебиторский,1.437876543919939e-05
9063,дебош,1.437876543919939e-05
9064,дебошир,1.437876543919939e-05
9065,дебри,1.437876543919939e-05
9066,дебюрократизация,1.437876543919939e-05
9067,дебют,1.437876543919939e-05
9068,дебютант,1.437876543919939e-05
9069,дебютантка,1.437876543919939e-05
9070,дебютировать,1.437876543919939e-05
9071,дебютный,1.437876543919939e-05
9072,дева,1.437876543919939e-05
9073,девальвация,1.437876543919939e-05
9074,девальвировать,1.437876543919939e-05
9075,девать,1.437876543919939e-05
9076,деваться,1.437876543919939e-05
9077,деваха,1.437876543919939e-05
9078,девелопер,1.437876543919939e-05
9079,девелопмент,1.437876543919939e-05
9080,деверь,1.437876543919939e-05
9081,девиантный,1.437876543919939e-05
9082,девиация,1.437876543919939e-05
9083,девиз,1.437876543919939e-05
9084,девица,1.437876543919939e-05
9085,девический,1.437876543919939e-05
9086,девичество,1.437876543919939e-05
9087,девичий,1.437876543919939e-05
9088,девичник,1.437876543919939e-05
9089,девка,1.437876543919939e-05
9090,девонька,1.437876543919939e-05
9091,девочка,1.437876543919939e-05
9092,девственник,1.437876543919939e-05
9093,девственница,1.437876543919939e-05
9094,девственно,1.437876543919939e-05
9095,девственность,1.437876543919939e-05
9096,девственный,1.437876543919939e-05
9097,девушка,1.437876543919939e-05
9098,девчата,1.437876543919939e-05
9099,девчачий,1.437876543919939e-05
9100,девчонка,1.437876543919939e-05
9101,девчоночий,1.437876543919939e-05
9102,девчушка,1.437876543919939e-05
9103,девяносто,1.437876543919939e-05
9104,девяностолетний,1.437876543919939e-05
9105,девяностый,1.437876543919939e-05
9106,девятая,1.437876543919939e-05
9107,девятиклассник,1.437876543919939e-05
9108,девятилетний,1.437876543919939e-05
9109,девятиэтажка,1.437876543919939e-05
9110,девятиэтажный,1.437876543919939e-05
9111,девятка,1.437876543919939e-05
9112,девятнадцатилетний,1.437876543919939e-05
9113,девятнадцатый,1.437876543919939e-05
9114,девятнадцать,1.437876543919939e-05
9115,девятый,1.437876543919939e-05
9116,девять,1.437876543919939e-05
9117,девятьсот,1.437876543919939e-05
9118,дегазация,1.437876543919939e-05
9119,дегенерат,1.437876543919939e-05
9120,дегенеративный,1.437876543919939e-05
9121,деготь,1.437876543919939e-05
9122,деградация,1.437876543919939e-05
9123,деградировать,1.437876543919939e-05
9124,Дегтярев,1.437876543919939e-05
9125,дегтярный,1.437876543919939e-05
9126,дегустатор,1.437876543919939e-05
9127,дегустация,1.437876543919939e-05
9128,дегустировать,1.437876543919939e-05
9129,дед,1.437876543919939e-05
9130,дедка,1.437876543919939e-05
9131,дедов,1.437876543919939e-05
9132,дедовский,1.437876543919939e-05
9133,дедовщина,1.437876543919939e-05
9134,дедок,1.437876543919939e-05
9135,дедуктивный,1.437876543919939e-05
9136,дедукция,1.437876543919939e-05
9137,дедуля,1.437876543919939e-05
9138,дедушка,1.437876543919939e-05
9139,дедушкин,1.437876543919939e-05
9140,дееспособность,1.437876543919939e-05
9141,дееспособный,1.437876543919939e-05
9142,дежурить,1.437876543919939e-05
9143,дежурка,1.437876543919939e-05
9144,дежурная,1.437876543919939e-05
9145,дежурный,1.437876543919939e-05
9146,дежурный,1.437876543919939e-05
9147,дежурство,1.437876543919939e-05
9148,дез,1.437876543919939e-05
9149,дезавуировать,1.437876543919939e-05
9150,Дездемона,1.437876543919939e-05
9151,дезертир,1.437876543919939e-05
9152,дезертировать,1.437876543919939e-05
9153,дезертирство,1.437876543919939e-05
9154,дезик,1.437876543919939e-05
9155,дезинтеграция,1.437876543919939e-05
9156,дезинфекция,1.437876543919939e-05
9157,дезинфицировать,1.437876543919939e-05
9158,дезинфицирующий,1.437876543919939e-05
9159,дезинформация,1.437876543919939e-05
9160,дезинформировать,1.437876543919939e-05
9161,дезодорант,1.437876543919939e-05
9162,дезорганизация,1.437876543919939e-05
9163,дезорганизовать,1.437876543919939e-05
9164,дезориентировать,1.437876543919939e-05
9165,деисус,1.437876543919939e-05
9166,действенно,1.437876543919939e-05
9167,действенность,1.437876543919939e-05
9168,действенный,1.437876543919939e-05
9169,действие,1.437876543919939e-05
9170,действительно,1.437876543919939e-05
9171,действительность,1.437876543919939e-05
9172,действительный,1.437876543919939e-05
9173,действо,1.437876543919939e-05
9174,действование,1.437876543919939e-05
9175,действовать,1.437876543919939e-05
9176,действующий,1.437876543919939e-05
9177,дейтерий,1.437876543919939e-05
9178,дека,1.437876543919939e-05
9179,декабрист,1.437876543919939e-05
9180,декабристский,1.437876543919939e-05
9181,декабрь,1.437876543919939e-05
9182,декабрьский,1.437876543919939e-05
9183,декада,1.437876543919939e-05
9184,декаданс,1.437876543919939e-05
9185,декадент,1.437876543919939e-05
9186,декадентский,1.437876543919939e-05
9187,декан,1.437876543919939e-05
9188,деканат,1.437876543919939e-05
9189,Декарт,1.437876543919939e-05
9190,декартовский,1.437876543919939e-05
9191,декламация,1.437876543919939e-05
9192,декламировать,1.437876543919939e-05
9193,декларативный,1.437876543919939e-05
9194,декларация,1.437876543919939e-05
9195,декларирование,1.437876543919939e-05
9196,декларировать,1.437876543919939e-05
9197,декларироваться,1.437876543919939e-05
9198,деклассированный,1.437876543919939e-05
9199,деко,1.437876543919939e-05
9200,декодер,1.437876543919939e-05
9201,декольте,1.437876543919939e-05
9202,декомпозиция,1.437876543919939e-05
9203,деконструкция,1.437876543919939e-05
9204,декор,1.437876543919939e-05
9205,декоративно-прикладной,1.437876543919939e-05
9206,декоративность,1.437876543919939e-05
9207,декоративный,1.437876543919939e-05
9208,декоратор,1.437876543919939e-05
9209,декорация,1.437876543919939e-05
9210,декорирование,1.437876543919939e-05
9211,декорировать,1.437876543919939e-05
9212,декрет,1.437876543919939e-05
9213,декретный,1.437876543919939e-05
9214,делание,1.437876543919939e-05
9215,деланно,1.437876543919939e-05
9216,деланный,1.437876543919939e-05
9217,делатель,1.437876543919939e-05
9218,делать,1.437876543919939e-05
9219,делаться,1.437876543919939e-05
9220,делегат,1.437876543919939e-05
9221,делегация,1.437876543919939e-05
9222,делегирование,1.437876543919939e-05
9223,делегировать,1.437876543919939e-05
9224,дележ,1.437876543919939e-05
9225,дележка,1.437876543919939e-05
9226,деление,1.437876543919939e-05
9227,делец,1.437876543919939e-05
9228,делеция,1.437876543919939e-05
9229,Дели,1.437876543919939e-05
9230,деликатес,1.437876543919939e-05
9231,деликатесный,1.437876543919939e-05
9232,деликатно,1.437876543919939e-05
9233,деликатность,1.437876543919939e-05
9234,деликатный,1.437876543919939e-05
9235,делимость,1.437876543919939e-05
9236,делитель,1.437876543919939e-05
9237,делить,1.437876543919939e-05
9238,делиться,1.437876543919939e-05
9239,делишки,1.437876543919939e-05
9240,дело,1.437876543919939e-05
9241,деловито,1.437876543919939e-05
9242,деловитость,1.437876543919939e-05
9243,деловитый,1.437876543919939e-05
9244,деловой,1.437876543919939e-05
9245,Делон,1.437876543919939e-05
9246,делопроизводитель,1.437876543919939e-05
9247,делопроизводство,1.437876543919939e-05
9248,дель,1.437876543919939e-05
9249,дельный,1.437876543919939e-05
9250,дельта,1.437876543919939e-05
9251,дельфин,1.437876543919939e-05
9252,дельфинарий,1.437876543919939e-05
9253,дельце,1.437876543919939e-05
9254,деляга,1.437876543919939e-05
9255,делянка,1.437876543919939e-05
9256,демагог,1.437876543919939e-05
9257,демагогический,1.437876543919939e-05
9258,демагогия,1.437876543919939e-05
9259,демаркационный,1.437876543919939e-05
9260,демаркация,1.437876543919939e-05
9261,демарш,1.437876543919939e-05
9262,демаскировать,1.437876543919939e-05
9263,дембель,1.437876543919939e-05
9264,дембельский,1.437876543919939e-05
9265,Дементьев,1.437876543919939e-05
9266,деменция,1.437876543919939e-05
9267,Демидов,1.437876543919939e-05
9268,демидовский,1.437876543919939e-05
9269,демилитаризация,1.437876543919939e-05
9270,демилитаризованный,1.437876543919939e-05
9271,Демин,1.437876543919939e-05
9272,демисезонный,1.437876543919939e-05
9273,демиург,1.437876543919939e-05
9274,демобилизация,1.437876543919939e-05
9275,демобилизовать,1.437876543919939e-05
9276,демобилизоваться,1.437876543919939e-05
9277,демограф,1.437876543919939e-05
9278,демографический,1.437876543919939e-05
9279,демография,1.437876543919939e-05
9280,демократ,1.437876543919939e-05
9281,демократизация,1.437876543919939e-05
9282,демократизм,1.437876543919939e-05
9283,демократически,1.437876543919939e-05
9284,демократический,1.437876543919939e-05
9285,демократично,1.437876543919939e-05
9286,демократичность,1.437876543919939e-05
9287,демократичный,1.437876543919939e-05
9288,демократия,1.437876543919939e-05
9289,демон,1.437876543919939e-05
9290,демонизм,1.437876543919939e-05
9291,демонический,1.437876543919939e-05
9292,демонополизация,1.437876543919939e-05
9293,демонстрант,1.437876543919939e-05
9294,демонстративно,1.437876543919939e-05
9295,демонстративный,1.437876543919939e-05
9296,демонстрационный,1.437876543919939e-05
9297,демонстрация,1.437876543919939e-05
9298,демонстрировать,1.437876543919939e-05
9299,демонстрироваться,1.437876543919939e-05
9300,демонтаж,1.437876543919939e-05
9301,демонтировать,1.437876543919939e-05
9302,деморализация,1.437876543919939e-05
9303,деморализовать,1.437876543919939e-05
9304,демпинг,1.437876543919939e-05
9305,демпинговый,1.437876543919939e-05
9306,Демченко,1.437876543919939e-05
9307,Демьян,1.437876543919939e-05
9308,ден,1.437876543919939e-05
9309,денатурат,1.437876543919939e-05
9310,денатурация,1.437876543919939e-05
9311,денди,1.437876543919939e-05
9312,денежка,1.437876543919939e-05
9313,денежки,1.437876543919939e-05
9314,денежно-кредитный,1.437876543919939e-05
9315,денежный,1.437876543919939e-05
9316,денек,1.437876543919939e-05
9317,денечек,1.437876543919939e-05
9318,дензнак,1.437876543919939e-05
9319,Деникин,1.437876543919939e-05
9320,деникинец,1.437876543919939e-05
9321,деникинский,1.437876543919939e-05
9322,Денис,1.437876543919939e-05
9323,Денисов,1.437876543919939e-05
9324,Денисович,1.437876543919939e-05
9325,денно,1.437876543919939e-05
9326,деноминация,1.437876543919939e-05
9327,денщик,1.437876543919939e-05
9328,день,1.437876543919939e-05
9329,деньга,1.437876543919939e-05
9330,деньги,1.437876543919939e-05
9331,день-деньской,1.437876543919939e-05
9332,деньжата,1.437876543919939e-05
9333,деньжищи,1.437876543919939e-05
9334,деньжонки,1.437876543919939e-05
9335,департамент,1.437876543919939e-05
9336,депеша,1.437876543919939e-05
9337,депо,1.437876543919939e-05
9338,деповский,1.437876543919939e-05
9339,депозит,1.437876543919939e-05
9340,депозитарий,1.437876543919939e-05
9341,депозитарный,1.437876543919939e-05
9342,депозитный,1.437876543919939e-05
9343,депонент,1.437876543919939e-05
9344,депонировать,1.437876543919939e-05
9345,депопуляция,1.437876543919939e-05
9346,депортация,1.437876543919939e-05
9347,депортированный,1.437876543919939e-05
9348,депортировать,1.437876543919939e-05
9349,депрессивный,1.437876543919939e-05
9350,депрессия,1.437876543919939e-05
9351,деприватизация,1.437876543919939e-05
9352,депутат,1.437876543919939e-05
9353,депутатский,1.437876543919939e-05
9354,депутатство,1.437876543919939e-05
9355,депутация,1.437876543919939e-05
9356,дер,1.437876543919939e-05
9357,дер,1.437876543919939e-05
9358,дерби,1.437876543919939e-05
9359,дервиш,1.437876543919939e-05
9360,дерганый,1.437876543919939e-05
9361,дерганье,1.437876543919939e-05
9362,дергать,1.437876543919939e-05
9363,дергаться,1.437876543919939e-05
9364,дергач,1.437876543919939e-05
9365,деревенеть,1.437876543919939e-05
9366,деревенский,1.437876543919939e-05
9367,деревенщик,1.437876543919939e-05
9368,деревенщина,1.437876543919939e-05
9369,деревенька,1.437876543919939e-05
9370,деревня,1.437876543919939e-05
9371,дерево,1.437876543919939e-05
9372,деревообрабатывающий,1.437876543919939e-05
9373,деревообработка,1.437876543919939e-05
9374,деревушка,1.437876543919939e-05
9375,деревце,1.437876543919939e-05
9376,деревянно,1.437876543919939e-05
9377,деревянный,1.437876543919939e-05
9378,деревяшка,1.437876543919939e-05
9379,дерегулирование,1.437876543919939e-05
9380,дерен,1.437876543919939e-05
9381,держава,1.437876543919939e-05
9382,Державин,1.437876543919939e-05
9383,державность,1.437876543919939e-05
9384,державный,1.437876543919939e-05
9385,держание,1.437876543919939e-05
9386,держатель,1.437876543919939e-05
9387,держать,1.437876543919939e-05
9388,держаться,1.437876543919939e-05
9389,дерзание,1.437876543919939e-05
9390,дерзать,1.437876543919939e-05
9391,дерзить,1.437876543919939e-05
9392,дерзкий,1.437876543919939e-05
9393,дерзко,1.437876543919939e-05
9394,дерзновение,1.437876543919939e-05
9395,дерзновенный,1.437876543919939e-05
9396,дерзнуть,1.437876543919939e-05
9397,дерзость,1.437876543919939e-05
9398,дерибасовский,1.437876543919939e-05
9399,Дерипаска,1.437876543919939e-05
9400,дерма,1.437876543919939e-05
9401,дерматин,1.437876543919939e-05
9402,дерматиновый,1.437876543919939e-05
9403,дерматит,1.437876543919939e-05
9404,дерматолог,1.437876543919939e-05
9405,дерн,1.437876543919939e-05
9406,дернуть,1.437876543919939e-05
9407,дернуться,1.437876543919939e-05
9408,десант,1.437876543919939e-05
9409,десантирование,1.437876543919939e-05
9410,десантироваться,1.437876543919939e-05
9411,десантник,1.437876543919939e-05
9412,десантный,1.437876543919939e-05
9413,десерт,1.437876543919939e-05
9414,десертный,1.437876543919939e-05
9415,дескать,1.437876543919939e-05
9416,десна,1.437876543919939e-05
9417,десница,1.437876543919939e-05
9418,десорбция,1.437876543919939e-05
9419,деспот,1.437876543919939e-05
9420,деспотизм,1.437876543919939e-05
9421,деспотический,1.437876543919939e-05
9422,деспотичный,1.437876543919939e-05
9423,деспотия,1.437876543919939e-05
9424,дестабилизация,1.437876543919939e-05
9425,дестабилизировать,1.437876543919939e-05
9426,дестабилизирующий,1.437876543919939e-05
9427,десталинизация,1.437876543919939e-05
9428,деструктивный,1.437876543919939e-05
9429,деструкция,1.437876543919939e-05
9430,десятая,1.437876543919939e-05
9431,десятеро,1.437876543919939e-05
9432,десятидневный,1.437876543919939e-05
9433,десятиклассник,1.437876543919939e-05
9434,десятиклассница,1.437876543919939e-05
9435,десятикратный,1.437876543919939e-05
9436,десятилетие,1.437876543919939e-05
9437,десятилетка,1.437876543919939e-05
9438,десятилетний,1.437876543919939e-05
9439,десятиметровый,1.437876543919939e-05
9440,десятиминутный,1.437876543919939e-05
9441,десятина,1.437876543919939e-05
9442,десятичный,1.437876543919939e-05
9443,десятка,1.437876543919939e-05
9444,десятник,1.437876543919939e-05
9445,десяток,1.437876543919939e-05
9446,десятый,1.437876543919939e-05
9447,десять,1.437876543919939e-05
9448,детализация,1.437876543919939e-05
9449,детализировать,1.437876543919939e-05
9450,деталь,1.437876543919939e-05
9451,деталька,1.437876543919939e-05
9452,детально,1.437876543919939e-05
9453,детальность,1.437876543919939e-05
9454,детальный,1.437876543919939e-05
9455,детвора,1.437876543919939e-05
9456,детдом,1.437876543919939e-05
9457,детдомовец,1.437876543919939e-05
9458,детдомовский,1.437876543919939e-05
9459,детектив,1.437876543919939e-05
9460,детективный,1.437876543919939e-05
9461,детектор,1.437876543919939e-05
9462,детекция,1.437876543919939e-05
9463,детеныш,1.437876543919939e-05
9464,детерминант,1.437876543919939e-05
9465,детерминация,1.437876543919939e-05
9466,детерминизм,1.437876543919939e-05
9467,детерминированность,1.437876543919939e-05
9468,детерминированный,1.437876543919939e-05
9469,детерминировать,1.437876543919939e-05
9470,дети-инвалиды,1.437876543919939e-05
9471,детина,1.437876543919939e-05
9472,дети-сироты,1.437876543919939e-05
9473,детишки,1.437876543919939e-05
9474,детище,1.437876543919939e-05
9475,детка,1.437876543919939e-05
9476,детонатор,1.437876543919939e-05
9477,детонационный,1.437876543919939e-05
9478,детонация,1.437876543919939e-05
9479,детородный,1.437876543919939e-05
9480,деторождение,1.437876543919939e-05
9481,деточка,1.437876543919939e-05
9482,детприемник,1.437876543919939e-05
9483,Детройт,1.437876543919939e-05
9484,детсад,1.437876543919939e-05
